match,quarter,frame_index,timestamp_sec,partner,confidence,box_x,box_y,box_w,box_h,frame_w,frame_h,coverage_pct,center_x,center_y
Round3,Q4,62,62.0,EMIRATES,0.5003,373.6,538.2,25.2,11.4,1920,1080,0.014,386.2,543.9
Round3,Q4,63,63.0,EMIRATES,0.8851,998.7,477.8,102.8,36.9,1920,1080,0.183,1050.1,496.2
Round3,Q4,63,63.0,EMIRATES,0.3659,309.7,521.2,25.0,10.2,1920,1080,0.012,322.2,526.3
Round3,Q4,64,64.0,EMIRATES,0.9177,809.1,605.0,93.5,31.7,1920,1080,0.143,855.9,620.8
Round3,Q4,65,65.0,EMIRATES,0.7747,91.6,604.5,44.1,15.1,1920,1080,0.032,113.6,612.1
Round3,Q4,65,65.0,EMIRATES,0.5396,1253.7,618.7,80.7,37.3,1920,1080,0.145,1294.0,637.4
Round3,Q4,66,66.0,EMIRATES,0.6171,299.0,561.2,32.2,15.7,1920,1080,0.024,315.1,569.0
Round3,Q4,67,67.0,EMIRATES,0.6116,738.1,564.6,37.1,14.3,1920,1080,0.026,756.7,571.8
Round3,Q4,68,68.0,EMIRATES,0.8665,612.5,581.4,62.4,22.6,1920,1080,0.068,643.7,592.7
Round3,Q4,69,69.0,EMIRATES,0.7918,645.1,691.8,75.2,57.9,1920,1080,0.21,682.7,720.8
Round3,Q4,72,72.0,EMIRATES,0.8371,421.0,545.1,57.6,20.2,1920,1080,0.056,449.8,555.2
Round3,Q4,72,72.0,EMIRATES,0.4131,316.3,546.9,46.0,16.4,1920,1080,0.036,339.3,555.1
Round3,Q4,72,72.0,EMIRATES,0.3109,170.7,507.4,49.7,18.5,1920,1080,0.044,195.5,516.6
Round3,Q4,73,73.0,EMIRATES,0.874,96.8,548.1,63.3,21.4,1920,1080,0.065,128.5,558.8
Round3,Q4,73,73.0,EMIRATES,0.7648,2.1,552.8,46.5,14.5,1920,1080,0.033,25.4,560.0
Round3,Q4,79,79.0,EMIRATES,0.8843,10.8,610.8,102.8,39.7,1920,1080,0.197,62.2,630.6
Round3,Q4,80,80.0,EMIRATES,0.9004,1247.6,320.5,51.4,19.9,1920,1080,0.049,1273.3,330.4
Round3,Q4,80,80.0,EMIRATES,0.893,894.3,382.2,44.4,18.5,1920,1080,0.04,916.5,391.4
Round3,Q4,80,80.0,EMIRATES,0.8895,553.6,382.7,52.2,20.5,1920,1080,0.051,579.7,392.9
Round3,Q4,80,80.0,EMIRATES,0.8863,1057.8,397.1,58.5,22.9,1920,1080,0.065,1087.0,408.5
Round3,Q4,80,80.0,EMIRATES,0.7035,1376.8,442.8,53.2,222.5,1920,1080,0.571,1403.4,554.1
Round3,Q4,81,81.0,EMIRATES,0.9008,442.3,389.2,51.5,21.2,1920,1080,0.053,468.0,399.8
Round3,Q4,81,81.0,EMIRATES,0.8957,1138.9,356.3,52.8,20.9,1920,1080,0.053,1165.3,366.7
Round3,Q4,81,81.0,EMIRATES,0.8866,941.6,409.8,58.4,22.8,1920,1080,0.064,970.8,421.2
Round3,Q4,81,81.0,EMIRATES,0.8863,749.3,399.7,49.3,20.8,1920,1080,0.049,774.0,410.2
Round3,Q4,81,81.0,EMIRATES,0.8436,1785.6,405.8,54.1,259.6,1920,1080,0.677,1812.7,535.6
Round3,Q4,81,81.0,EMIRATES,0.6934,696.8,437.9,34.0,20.3,1920,1080,0.033,713.8,448.0
Round3,Q4,81,81.0,EMIRATES,0.4462,1780.4,179.0,58.6,221.7,1920,1080,0.627,1809.7,289.8
Round3,Q4,82,82.0,EMIRATES,0.8964,818.8,430.3,52.2,21.4,1920,1080,0.054,844.9,441.0
Round3,Q4,82,82.0,EMIRATES,0.8925,258.0,360.0,50.3,31.9,1920,1080,0.077,283.2,376.0
Round3,Q4,82,82.0,EMIRATES,0.8854,526.8,422.1,51.6,20.9,1920,1080,0.052,552.6,432.5
Round3,Q4,82,82.0,EMIRATES,0.8797,1021.2,444.5,58.7,24.6,1920,1080,0.07,1050.6,456.9
Round3,Q4,82,82.0,EMIRATES,0.871,1213.2,387.0,56.8,23.7,1920,1080,0.065,1241.6,398.8
Round3,Q4,83,83.0,EMIRATES,0.9042,1172.4,474.8,65.8,27.8,1920,1080,0.088,1205.3,488.7
Round3,Q4,83,83.0,EMIRATES,0.8976,1389.4,404.3,62.5,25.3,1920,1080,0.076,1420.6,416.9
Round3,Q4,83,83.0,EMIRATES,0.8963,603.6,436.2,55.2,25.7,1920,1080,0.069,631.2,449.1
Round3,Q4,83,83.0,EMIRATES,0.8933,924.1,450.2,52.2,23.7,1920,1080,0.06,950.2,462.1
Round3,Q4,83,83.0,EMIRATES,0.83,1739.6,385.3,49.1,19.1,1920,1080,0.045,1764.1,394.8
Round3,Q4,84,84.0,EMIRATES,0.9015,1166.2,470.2,70.8,29.5,1920,1080,0.101,1201.6,484.9
Round3,Q4,84,84.0,EMIRATES,0.8898,1382.7,387.8,66.5,26.0,1920,1080,0.083,1416.0,400.7
Round3,Q4,84,84.0,EMIRATES,0.8658,0.0,508.3,55.8,27.1,1920,1080,0.073,27.9,521.8
Round3,Q4,84,84.0,EMIRATES,0.8326,1662.9,348.0,36.7,19.8,1920,1080,0.035,1681.2,357.9
Round3,Q4,84,84.0,EMIRATES,0.8149,870.8,435.3,30.6,24.1,1920,1080,0.036,886.1,447.3
Round3,Q4,85,85.0,EMIRATES,0.9014,1384.9,372.5,67.8,26.6,1920,1080,0.087,1418.8,385.8
Round3,Q4,85,85.0,EMIRATES,0.899,1231.2,473.4,78.2,30.6,1920,1080,0.115,1270.3,488.7
Round3,Q4,85,85.0,EMIRATES,0.885,507.3,433.9,63.0,27.3,1920,1080,0.083,538.8,447.6
Round3,Q4,85,85.0,EMIRATES,0.6034,1814.0,390.9,29.0,22.6,1920,1080,0.032,1828.6,402.2
Round3,Q4,86,86.0,EMIRATES,0.9092,514.2,463.9,64.7,29.1,1920,1080,0.091,546.5,478.5
Round3,Q4,86,86.0,EMIRATES,0.8987,1384.4,386.3,69.5,27.0,1920,1080,0.09,1419.2,399.8
Round3,Q4,86,86.0,EMIRATES,0.8872,1284.3,500.3,56.2,29.8,1920,1080,0.081,1312.3,515.2
Round3,Q4,87,87.0,EMIRATES,0.9109,1424.9,425.3,64.7,30.1,1920,1080,0.094,1457.3,440.4
Round3,Q4,87,87.0,EMIRATES,0.9005,542.9,476.1,62.9,31.4,1920,1080,0.095,574.3,491.8
Round3,Q4,87,87.0,EMIRATES,0.8168,1086.6,454.4,32.6,32.5,1920,1080,0.051,1102.9,470.7
Round3,Q4,87,87.0,EMIRATES,0.5995,1252.6,541.4,24.5,33.7,1920,1080,0.04,1264.9,558.3
Round3,Q4,88,88.0,EMIRATES,0.9074,507.1,482.0,58.4,34.0,1920,1080,0.096,536.3,499.0
Round3,Q4,88,88.0,EMIRATES,0.8981,1411.0,436.1,61.1,31.5,1920,1080,0.093,1441.6,451.8
Round3,Q4,88,88.0,EMIRATES,0.8082,1138.9,474.1,28.4,35.3,1920,1080,0.048,1153.1,491.7
Round3,Q4,88,88.0,EMIRATES,0.5272,1361.6,532.0,24.8,33.0,1920,1080,0.04,1374.0,548.6
Round3,Q4,88,88.0,EMIRATES,0.4793,1610.8,524.2,23.7,39.5,1920,1080,0.045,1622.7,543.9
Round3,Q4,89,89.0,EMIRATES,0.9099,1575.4,519.8,76.7,36.5,1920,1080,0.135,1613.7,538.0
Round3,Q4,89,89.0,EMIRATES,0.9067,1050.5,478.1,57.9,32.4,1920,1080,0.09,1079.4,494.3
Round3,Q4,89,89.0,EMIRATES,0.901,1270.7,447.3,56.9,32.9,1920,1080,0.09,1299.2,463.7
Round3,Q4,89,89.0,EMIRATES,0.896,424.7,476.1,59.5,36.7,1920,1080,0.105,454.4,494.5
Round3,Q4,90,90.0,EMIRATES,0.9206,1676.7,521.0,80.2,39.7,1920,1080,0.154,1716.8,540.8
Round3,Q4,90,90.0,EMIRATES,0.9137,1126.7,436.8,54.5,33.3,1920,1080,0.087,1153.9,453.4
Round3,Q4,90,90.0,EMIRATES,0.905,993.8,471.8,80.3,31.7,1920,1080,0.123,1033.9,487.6
Round3,Q4,90,90.0,EMIRATES,0.8998,1425.6,536.1,50.0,40.8,1920,1080,0.098,1450.6,556.5
Round3,Q4,90,90.0,EMIRATES,0.8785,374.9,467.0,51.7,34.0,1920,1080,0.085,400.7,484.0
Round3,Q4,91,91.0,EMIRATES,0.9068,417.8,474.7,58.2,35.5,1920,1080,0.1,446.9,492.4
Round3,Q4,91,91.0,EMIRATES,0.9052,1100.0,446.6,62.4,32.0,1920,1080,0.096,1131.2,462.6
Round3,Q4,91,91.0,EMIRATES,0.9026,1561.5,541.9,49.9,39.5,1920,1080,0.095,1586.5,561.7
Round3,Q4,91,91.0,EMIRATES,0.8399,1874.6,526.3,45.4,34.8,1920,1080,0.076,1897.3,543.7
Round3,Q4,92,92.0,EMIRATES,0.8994,998.0,455.8,50.7,28.4,1920,1080,0.07,1023.3,470.0
Round3,Q4,92,92.0,EMIRATES,0.8848,1883.0,522.5,37.0,33.5,1920,1080,0.06,1901.5,539.2
Round3,Q4,92,92.0,EMIRATES,0.8784,1590.8,550.5,44.7,40.0,1920,1080,0.086,1613.1,570.5
Round3,Q4,92,92.0,EMIRATES,0.8719,487.0,491.7,47.5,26.4,1920,1080,0.06,510.7,504.9
Round3,Q4,92,92.0,EMIRATES,0.5614,711.4,438.7,46.8,23.6,1920,1080,0.053,734.9,450.5
Round3,Q4,93,93.0,EMIRATES,0.9058,1034.1,470.9,51.5,31.9,1920,1080,0.079,1059.8,486.9
Round3,Q4,93,93.0,EMIRATES,0.8539,1864.4,580.5,39.2,45.4,1920,1080,0.086,1884.0,603.1
Round3,Q4,93,93.0,EMIRATES,0.8475,547.2,510.2,33.5,34.4,1920,1080,0.056,563.9,527.5
Round3,Q4,94,94.0,EMIRATES,0.9009,1117.2,500.8,57.5,36.5,1920,1080,0.101,1146.0,519.0
Round3,Q4,94,94.0,EMIRATES,0.6906,1335.9,515.5,28.5,39.7,1920,1080,0.054,1350.2,535.3
Round3,Q4,95,95.0,EMIRATES,0.9041,1153.5,462.1,103.8,40.3,1920,1080,0.202,1205.4,482.2
Round3,Q4,96,96.0,EMIRATES,0.8976,1275.3,598.5,94.0,54.5,1920,1080,0.247,1322.3,625.7
Round3,Q4,97,97.0,EMIRATES,0.8494,916.0,446.6,46.3,40.9,1920,1080,0.091,939.1,467.0
Round3,Q4,98,98.0,EMIRATES,0.8939,989.2,538.1,62.5,40.7,1920,1080,0.123,1020.5,558.4
Round3,Q4,98,98.0,EMIRATES,0.8652,189.2,411.5,142.0,42.1,1920,1080,0.288,260.2,432.5
Round3,Q4,99,99.0,EMIRATES,0.9232,1223.7,419.1,92.3,47.9,1920,1080,0.213,1269.9,443.1
Round3,Q4,100,100.0,EMIRATES,0.8715,1088.1,595.8,82.2,58.0,1920,1080,0.23,1129.2,624.8
Round3,Q4,101,101.0,EMIRATES,0.8933,988.0,505.9,61.2,46.8,1920,1080,0.138,1018.6,529.3
Round3,Q4,102,102.0,EMIRATES,0.8699,1135.6,435.6,44.9,37.0,1920,1080,0.08,1158.0,454.1
Round3,Q4,103,103.0,EMIRATES,0.7734,1132.4,343.8,26.8,31.5,1920,1080,0.041,1145.8,359.6
Round3,Q4,104,104.0,EMIRATES,0.8747,1107.8,250.0,52.0,31.8,1920,1080,0.08,1133.8,265.9
Round3,Q4,105,105.0,EMIRATES,0.8964,920.0,248.0,77.1,29.9,1920,1080,0.111,958.6,262.9
Round3,Q4,106,106.0,CYBERCX,0.8914,0.0,352.2,225.1,66.5,1920,1080,0.722,112.5,385.5
Round3,Q4,106,106.0,CYBERCX,0.8779,0.0,194.0,358.4,120.0,1920,1080,2.074,179.2,254.0
Round3,Q4,106,106.0,EMIRATES,0.8588,1078.7,484.2,94.7,29.2,1920,1080,0.133,1126.0,498.9
Round3,Q4,106,106.0,EMIRATES,0.8485,727.9,444.4,94.9,32.2,1920,1080,0.148,775.4,460.5
Round3,Q4,106,106.0,CYBERCX,0.8076,269.1,926.8,184.9,56.3,1920,1080,0.502,361.6,955.0
Round3,Q4,106,106.0,EMIRATES,0.7813,587.0,211.2,52.2,19.3,1920,1080,0.048,613.1,220.8
Round3,Q4,106,106.0,CYBERCX,0.7619,933.8,192.3,83.7,100.4,1920,1080,0.405,975.7,242.5
Round3,Q4,106,106.0,EMIRATES,0.6838,1114.7,205.5,61.5,27.1,1920,1080,0.08,1145.5,219.0
Round3,Q4,106,106.0,EMIRATES,0.422,1445.8,460.8,42.9,33.4,1920,1080,0.069,1467.3,477.5
Round3,Q4,107,107.0,CYBERCX,0.9089,7.8,352.6,239.4,70.1,1920,1080,0.809,127.6,387.7
Round3,Q4,107,107.0,EMIRATES,0.8817,1099.7,489.1,92.7,28.3,1920,1080,0.126,1146.0,503.2
Round3,Q4,107,107.0,CYBERCX,0.8748,0.0,191.9,375.9,122.8,1920,1080,2.226,187.9,253.3
Round3,Q4,107,107.0,CYBERCX,0.8477,1578.7,919.9,117.3,67.5,1920,1080,0.382,1637.3,953.7
Round3,Q4,107,107.0,EMIRATES,0.8329,608.4,204.8,63.9,19.2,1920,1080,0.059,640.4,214.4
Round3,Q4,107,107.0,EMIRATES,0.8037,1132.7,208.2,62.4,31.9,1920,1080,0.096,1163.9,224.1
Round3,Q4,107,107.0,CYBERCX,0.7978,291.5,928.6,182.3,62.5,1920,1080,0.549,382.7,959.9
Round3,Q4,107,107.0,CYBERCX,0.7843,954.3,193.6,79.2,99.8,1920,1080,0.381,993.9,243.5
Round3,Q4,107,107.0,EMIRATES,0.7675,1877.6,447.2,42.1,31.8,1920,1080,0.065,1898.6,463.2
Round3,Q4,107,107.0,CYBERCX,0.5007,1617.9,566.4,54.5,45.5,1920,1080,0.12,1645.2,589.1
Round3,Q4,108,108.0,EMIRATES,0.8962,1385.6,441.6,98.4,32.5,1920,1080,0.154,1434.8,457.9
Round3,Q4,108,108.0,EMIRATES,0.8861,1799.6,484.9,99.6,36.8,1920,1080,0.177,1849.4,503.3
